director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Mark Mylod,151.0,117.0,20.0,783.0,11000.0,13987482.0,58957,15713,1.0,91.0,20000000.0,2011.0,904.0,6.0,1.85,0
Richard Shepard,436.0,290.0,141.0,457.0,4053.0,13965247.0,83767,5662,4.0,390.0,35000000.0,6025.0,1024.0,19.9,7.05,808
Lionel C. Martin,11.0,93.0,3.0,324.0,1000.0,13960203.0,2301,2939,2.0,15.0,0.0,1997.0,560.0,5.3,1.85,439
Jessy Terrero,75.0,92.0,29.0,618.0,939.0,13922211.0,18271,3935,9.0,150.0,16000000.0,2004.0,881.0,4.4,1.85,0
Brendan Malloy,37.0,89.0,2.0,651.0,799.0,13903262.0,14656,4291,0.0,90.0,11000000.0,2001.0,711.0,6.3,1.85,0
Andrew Morahan,32.0,99.0,5.0,535.0,1000.0,13829734.0,16194,2960,0.0,79.0,26000000.0,1994.0,691.0,4.3,2.35,319
Saul Dibb,194.0,110.0,10.0,844.0,3000.0,13823741.0,61777,6420,3.0,140.0,13500000.0,2008.0,2000.0,6.9,2.35,0
Miguel Sapochnik,197.0,119.0,238.0,447.0,1000.0,13763130.0,87768,2925,0.0,187.0,32000000.0,2010.0,561.0,6.3,2.35,12000
David Palmer,176.0,100.0,21.0,552.0,14000.0,13746550.0,29322,15922,5.0,104.0,2000000.0,2012.0,618.0,6.1,2.35,0
Tuck Tucker,33.0,76.0,14.0,636.0,1000.0,13684949.0,4564,3752,0.0,43.0,3000000.0,2002.0,811.0,5.9,1.85,227
Mark Herman,249.0,191.0,78.0,304.0,1077.0,13625581.0,146278,2259,4.0,558.0,12500000.0,4006.0,529.0,14.8,3.7,38915
Jesse Vaughan,32.0,91.0,10.0,574.0,890.0,13571817.0,5312,3104,3.0,40.0,15600000.0,2002.0,578.0,4.5,1.85,939
Gregory Poirier,75.0,95.0,5.0,443.0,1000.0,13558739.0,15427,2729,0.0,121.0,11000000.0,2001.0,660.0,5.3,1.85,449
John Boorman,273.0,319.0,384.0,1947.0,12687.0,13491653.0,53662,20414,7.0,593.0,35000000.0,5945.0,3480.0,17.2,6.55,4702
Charles Shyer,135.0,103.0,14.0,624.0,865.0,13395939.0,43442,3639,4.0,146.0,60000000.0,2004.0,826.0,6.2,1.85,0
Ulu Grosbard,54.0,106.0,22.0,613.0,2000.0,13376506.0,10413,4327,1.0,111.0,40000000.0,1999.0,642.0,6.3,1.85,579
Mickey Liddell,74.0,82.0,7.0,664.0,1000.0,13350177.0,7904,4856,5.0,113.0,5000000.0,2008.0,984.0,3.8,1.85,562
Vadim Perelman,236.0,216.0,52.0,735.0,1435.0,13308924.0,68790,4355,2.0,547.0,23000000.0,4010.0,1098.0,14.0,4.2,1000
